,Latitude,Longitude
123,29.6952804,-95.3193580
124,29.6945079,-95.3190424
125,29.6925172,-95.3190983
126,29.7356780,-95.3067870
127,29.7297980,-95.3091250
128,29.7187570,-95.3135920
129,29.7154510,-95.3152490
130,29.7148225,-95.3155214
131,29.7128236,-95.3163115
132,29.7472810,-95.3598700
133,29.7465460,-95.3604840
134,29.7458110,-95.3610680
135,29.7450860,-95.3616710
136,29.7563126,-95.3527344
137,29.7570800,-95.3521080
138,29.7578210,-95.3515270
139,29.7585452,-95.3509390
140,29.7548173,-95.3539123
141,29.7540220,-95.3545350
142,29.7532509,-95.3551367
143,29.7495380,-95.3581060
144,29.7605378,-95.3671838
145,29.7600282,-95.3663412
146,29.7595053,-95.3654768
147,29.7589891,-95.3646234
148,29.7579224,-95.3628598
149,29.7574033,-95.3620015
150,29.7568866,-95.3611473
151,29.7563621,-95.3602801
152,29.7558524,-95.3594375
153,29.7553336,-95.3585798
154,29.6935453,-95.2993801
155,29.7304500,-95.4128500
156,29.7302000,-95.4186450
157,29.6882649,-95.5309179
158,29.6922438,-95.5273716
159,29.7004562,-95.5181165
160,29.7304923,-95.4106037
161,29.7303006,-95.4281382
162,29.7309963,-95.4186593
163,29.6999705,-95.5175814
164,29.6920120,-95.5266035
165,29.6878659,-95.5302843
166,29.6609262,-95.5572655
167,29.7311976,-95.4128412
168,29.7312290,-95.4105875
169,29.7295020,-95.4280423
170,29.7267152,-95.4681475
171,29.8059966,-95.5450895
172,29.7628156,-95.3653707
173,29.7622987,-95.3645151
174,29.7617965,-95.3636552
175,29.7612873,-95.3628078
176,29.7602218,-95.3610363
177,29.7596975,-95.3601858
178,29.7591788,-95.3593303
179,29.7586700,-95.3584710
180,29.7581510,-95.3576010
181,29.7760340,-95.3295480
182,29.7392946,-95.3459198
183,29.7248061,-95.3505710
184,29.7212488,-95.3519933
185,29.7196637,-95.3526259
186,29.7169171,-95.3537315
187,29.7114465,-95.3559346
188,29.7102646,-95.3564005
189,29.7083990,-95.3571382
190,29.7047897,-95.3585549
191,29.6936237,-95.3617249
192,29.6863427,-95.3646909
193,29.6812890,-95.3667252
194,29.6804888,-95.3670462
195,29.6793654,-95.3672795
196,29.6693559,-95.3680922
197,29.6450901,-95.3683139
198,29.7963717,-95.3879448
199,29.6655527,-95.2768367
200,29.7376160,-95.3082476
201,29.7838036,-95.4514228
202,29.7178830,-95.5109121
203,29.7325510,-95.2921490
204,29.7974143,-95.3818958
205,29.7915106,-95.4464069
206,29.7743440,-95.3407208
207,29.7646490,-95.3429830
208,29.7937496,-95.3420957
209,29.7835239,-95.3419128
210,29.7785820,-95.3418380
211,29.7738548,-95.3417836
212,29.7537985,-95.4577603
213,29.6210443,-95.5083756
214,29.6201696,-95.5086630
215,29.7291350,-95.5206059
216,29.6209954,-95.5082254
217,29.6201202,-95.5085357
218,29.7421108,-95.4265158
219,29.7576760,-95.3830804
220,29.7631490,-95.3586021
221,29.7641532,-95.3572945
222,29.6965282,-95.5377313
223,29.7814759,-95.3973735
224,29.7814543,-95.3987941
225,29.7775180,-95.3577580
226,29.7833509,-95.3650876
227,29.8029360,-95.3992150
228,29.8029069,-95.4014143
229,29.8028840,-95.4036150
230,29.8027803,-95.4101337
231,29.8027390,-95.4122370
232,29.7768850,-95.3987200
233,29.7906820,-95.3989710
234,29.7962129,-95.3990818
235,29.8039556,-95.3992451
236,29.8059935,-95.3992838
237,29.8126520,-95.3994289
238,29.7697070,-95.3985720
239,29.7705421,-95.3986025
240,29.7761458,-95.3987021
241,29.7334710,-95.3632776
242,29.7943070,-95.5139170
243,29.8070999,-95.5243634
244,29.7996338,-95.5164095
245,29.7351020,-95.3049002
246,29.7612760,-95.3666020
247,29.7607611,-95.3657454
248,29.7602457,-95.3648881
249,29.7597332,-95.3640357
250,29.7586710,-95.3622685
251,29.7581536,-95.3614078
252,29.7576387,-95.3605512
253,29.7571200,-95.3596884
254,29.7566082,-95.3588371
255,29.7560845,-95.3579658
256,29.7555720,-95.3571134
257,29.6891930,-95.3322930
258,29.7570993,-95.3451889
259,29.7526700,-95.3379180
260,29.7521560,-95.3370580
261,29.7508489,-95.3349834
262,29.7467805,-95.3229216
263,29.7416720,-95.3065580
264,29.7410320,-95.3045630
265,29.7404060,-95.3025910
266,29.7365510,-95.2905080
267,29.6821648,-95.4582260
268,29.6820540,-95.4593864
269,29.6796467,-95.4675575
270,29.6795696,-95.4680067
271,29.6918131,-95.4401737
272,29.7341230,-95.2972472
273,29.7446543,-95.3926275
274,29.7224997,-95.3908310
275,29.7552480,-95.3713830
276,29.6613761,-95.2767256
277,29.7667541,-95.3606482
278,29.6852786,-95.4214909
279,29.6852906,-95.4217312
280,29.6669537,-95.3484851
281,29.7379900,-95.4706180
282,29.6900380,-95.4179705
283,29.6899129,-95.4177884
284,29.6875413,-95.4124422
285,29.7601310,-95.3535220
286,29.7593763,-95.3540965
287,29.7586099,-95.3546859
288,29.7496020,-95.3618640
289,29.7488575,-95.3624730
290,29.7480990,-95.3630530
291,29.7473628,-95.3636489
292,29.7466019,-95.3642376
293,29.7458601,-95.3648409
294,29.6438822,-95.5395322
295,29.6445234,-95.5387757
296,29.6419051,-95.5280470
297,29.6512775,-95.4639241
298,29.6057902,-95.4646617
299,29.6006132,-95.4645053
300,29.5998457,-95.4650079
301,29.6794070,-95.4594700
302,29.7384680,-95.3808360
303,29.7353130,-95.3756960
304,29.7347120,-95.3746370
305,29.7765060,-95.3011840
306,29.7324477,-95.2430821
307,29.7518549,-95.3765627
308,29.7513450,-95.3757240
309,29.7508280,-95.3748740
310,29.7503060,-95.3740170
311,29.7497800,-95.3731860
312,29.7492590,-95.3723060
313,29.7415040,-95.3594330
314,29.7461430,-95.3671110
315,29.7456240,-95.3662620
316,29.6282634,-95.4307876
317,29.6278154,-95.4307821
318,29.6135689,-95.4306247
319,29.7339811,-95.4292557
320,29.7230084,-95.4277504
321,29.7149740,-95.4276129
322,29.6799599,-95.4259529
323,29.6798509,-95.4257770
324,29.7114310,-95.3415670
325,29.7272672,-95.3871401
326,29.7873750,-95.4568771
327,29.7939106,-95.4569874
328,29.7035534,-95.3050493
329,29.8028942,-95.4682421
330,29.8029321,-95.4911446
331,29.8030663,-95.4955770
332,29.7952181,-95.5335457
333,29.7942337,-95.5401593
334,29.7942710,-95.5446323
335,29.7440278,-95.3435094
336,29.6643385,-95.2335826
337,29.7768189,-95.4062841
338,29.7777063,-95.4062986
339,29.6951815,-95.2984289
340,29.6922524,-95.3261579
341,29.6860195,-95.3409835
342,29.7020730,-95.2779090
343,29.6803869,-95.3559935
344,29.6804172,-95.3558138
345,29.6852602,-95.3407093
346,29.6885060,-95.3318490
347,29.6911685,-95.3258398
348,29.6812002,-95.3559908
349,29.6967669,-95.2922014
350,29.6043123,-95.4232824
351,29.6923841,-95.2906757
352,29.6924540,-95.2905041
353,29.7572137,-95.4023410
354,29.7058835,-95.4428015
355,29.7048487,-95.5425222
356,29.7567031,-95.3721564
357,29.7565110,-95.3703550
358,29.7423669,-95.3912451
359,29.7301400,-95.3910738
360,29.7534528,-95.3857270
361,29.7532279,-95.3980390
362,29.7531530,-95.4022846
363,29.7531140,-95.4047543
364,29.7530048,-95.4107343
365,29.7435160,-95.3627840
366,29.7481940,-95.3705720
367,29.7477000,-95.3697120
368,29.7471740,-95.3688350
369,29.7466600,-95.3679730
370,29.7765190,-95.3115390
371,29.7765150,-95.3073990
372,29.7738695,-95.3074307
373,29.7728570,-95.3074010
374,29.6558643,-95.3553607
375,29.7759296,-95.3339747
376,29.7848692,-95.3342775
377,29.6777178,-95.3216604
378,29.6814650,-95.2940511
379,29.6819369,-95.2903105
380,29.6819161,-95.2772766
381,29.7225942,-95.3468123
382,29.7224609,-95.3468596
383,29.6888937,-95.2903824
384,29.6888879,-95.2905519
385,29.7677165,-95.2338431
386,29.6526160,-95.2509490
387,29.7166491,-95.4597395
388,29.6985347,-95.4586369
389,29.7166471,-95.4606210
390,29.6985256,-95.4595549
391,29.6916668,-95.5218832
392,29.7153577,-95.3965147
393,29.7125765,-95.3935546
394,29.7101019,-95.3914771
395,29.7906270,-95.3741890
396,29.7202858,-95.3477381
397,29.7386810,-95.3993320
398,29.7386521,-95.4020120
399,29.7386249,-95.4045349
400,29.7385540,-95.4106930
401,29.7385393,-95.4128887
402,29.7383938,-95.4248240
403,29.7382706,-95.4366224
404,29.7938420,-95.5037230
405,29.6273740,-95.2472280
406,29.7535095,-95.3499217
407,29.7528843,-95.3504206
408,29.7497135,-95.3529356
409,29.7474720,-95.3547010
410,29.7452404,-95.3564773
411,29.7422490,-95.3588430
412,29.7381770,-95.3620810
413,29.7345008,-95.3649916
414,29.7325580,-95.3665480
415,29.7288190,-95.3694720
416,29.7269430,-95.3709670
417,29.7250600,-95.3724550
418,29.7190820,-95.3771289
419,29.7074740,-95.3045449
420,29.7063500,-95.2453820
421,29.7055880,-95.2448490
422,29.7647640,-95.3356040
423,29.7319825,-95.2551352
424,29.7321040,-95.2525180
425,29.7324454,-95.2437900
426,29.7324569,-95.2401803
427,29.7804920,-95.4344041
428,29.7672896,-95.3723265
429,29.7682977,-95.3827417
430,29.7695281,-95.3971515
431,29.7704686,-95.4094823
432,29.7706638,-95.4174682
433,29.7267049,-95.3178266
434,29.7188977,-95.3210538
435,29.6578636,-95.3864869
436,29.6584721,-95.3555313
437,29.6584732,-95.3554214
438,29.6586802,-95.3364254
439,29.6576556,-95.3865296
440,29.7536120,-95.3739340
441,29.7505990,-95.3763130
442,29.7479915,-95.3783802
443,29.7460970,-95.3798650
444,29.7442170,-95.3813303
445,29.7580467,-95.3703922
446,29.7239072,-95.4890974
447,29.7960070,-95.4116140
448,29.8037644,-95.4122842
449,29.8078240,-95.4123420
450,29.8124550,-95.4120520
451,29.8131557,-95.4116449
452,29.7590204,-95.4632719
453,29.7932338,-95.3521620
454,29.7932328,-95.3511877
455,29.7285160,-95.3874260
456,29.7279880,-95.3865700
457,29.7274888,-95.3857537
458,29.7225623,-95.3775444
459,29.7218570,-95.3763850
460,29.7198181,-95.3731029
461,29.6630772,-95.2356065
462,29.6598092,-95.2401904
463,29.6573837,-95.2435929
464,29.8078650,-95.4102150
465,29.7511140,-95.3771700
466,29.7485030,-95.3792270
467,29.7466294,-95.3807251
468,29.7444484,-95.3817273
469,29.7608040,-95.3695010
470,29.7600660,-95.3700760
471,29.7593170,-95.3706840
472,29.7585740,-95.3712690
473,29.7653411,-95.3663190
474,29.7646480,-95.3665680
475,29.6395957,-95.2889547
476,29.6558482,-95.2889578
477,29.6621100,-95.2890710
478,29.6653130,-95.2891270
479,29.6732815,-95.2892861
480,29.6747611,-95.2894159
481,29.6774548,-95.2912071
482,29.6851426,-95.2963995
483,29.7079596,-95.3129065
484,29.7342038,-95.3298245
485,29.7320208,-95.3277960
486,29.7178847,-95.3205293
487,29.6732216,-95.2891098
488,29.6654086,-95.2889337
489,29.6621140,-95.2888787
490,29.6557943,-95.2887632
491,29.6395981,-95.2888322
492,29.6207840,-95.2853410
493,29.5997125,-95.2864184
494,29.7137026,-95.3818931
495,29.7131540,-95.3796170
496,29.7131480,-95.3778360
497,29.7133688,-95.3704455
498,29.7732526,-95.3264584
499,29.7642770,-95.3641050
500,29.7638075,-95.3633349
501,29.7632848,-95.3624719
502,29.7627720,-95.3616347
503,29.7617128,-95.3598664
504,29.7611966,-95.3589992
505,29.7606815,-95.3581391
506,29.7601637,-95.3572747
507,29.7596586,-95.3564464
508,29.7591315,-95.3555671
509,29.7576010,-95.3529910
510,29.7315540,-95.3786900
511,29.7301135,-95.3762485
512,29.7238480,-95.3658310
513,29.7184010,-95.3484851
514,29.7336000,-95.3821210
515,29.7330990,-95.3812740
516,29.7445454,-95.3443626
517,29.6340093,-95.4114646
518,29.7286963,-95.5352317
519,29.7293799,-95.5140595
520,29.7318008,-95.4979368
521,29.7318824,-95.4898103
522,29.7327891,-95.4362354
523,29.6989631,-95.4059101
524,29.6783571,-95.4672667
525,29.6782621,-95.4677344
526,29.6776116,-95.4935505
527,29.6744223,-95.5127398
528,29.6714204,-95.5282409
529,29.6718590,-95.5317893
530,29.7291550,-95.3856530
531,29.7286532,-95.3848225
532,29.7466997,-95.4188286
533,29.7231007,-95.4185479
534,29.7150665,-95.4184248
535,29.6945438,-95.4144325
536,29.6907755,-95.4125154
537,29.6775823,-95.4121946
538,29.7806610,-95.3724290
539,29.7020355,-95.4678844
540,29.7948852,-95.4954753
541,29.7478160,-95.2995070
542,29.6981996,-95.3767095
543,29.6885479,-95.3403998
544,29.8081678,-95.3285581
545,29.7635660,-95.3647810
546,29.7630625,-95.3639116
547,29.7625524,-95.3630542
548,29.7620525,-95.3622032
549,29.7609852,-95.3604389
550,29.7604502,-95.3595900
551,29.7599266,-95.3587375
552,29.7594240,-95.3578840
553,29.7589010,-95.3570200
554,29.7583820,-95.3561490
555,29.7568350,-95.3535890
556,29.7033390,-95.2943786
557,29.7905317,-95.3843436
558,29.7466390,-95.4506688
559,29.7466102,-95.4537846
560,29.7008886,-95.2963913
561,29.7178803,-95.5283517
562,29.7113617,-95.3375468
563,29.7114264,-95.3373294
564,29.7125413,-95.3822775
565,29.7116391,-95.3788945
566,29.7117320,-95.3775770
567,29.7127700,-95.3713538
568,29.8092551,-95.5451298
569,29.7498023,-95.3979033
570,29.7473831,-95.3963943
571,29.7441414,-95.3943757
572,29.6521056,-95.2537580
573,29.7379470,-95.4628812
574,29.7630015,-95.4676861
575,29.7402581,-95.4669447
576,29.8023590,-95.2668500
577,29.7376240,-95.3316753
578,29.7597910,-95.3677890
579,29.7592650,-95.3669230
580,29.7587439,-95.3660843
581,29.7582304,-95.3652230
582,29.7571685,-95.3634616
583,29.7566499,-95.3625979
584,29.7561285,-95.3617482
585,29.7556070,-95.3608880
586,29.7550990,-95.3600140
587,29.7546000,-95.3591600
588,29.6556182,-95.5281036
589,29.6374269,-95.5305950
590,29.6665360,-95.3327601
591,29.7530175,-95.3584157
592,29.7507789,-95.3601726
593,29.7809441,-95.5212497
594,29.7816490,-95.5212500
595,29.7011785,-95.2703455
596,29.7938284,-95.5004756
597,29.7786908,-95.5316841
598,29.7785910,-95.5359040
599,29.7782743,-95.5422942
600,29.7781949,-95.5442399
601,29.6453565,-95.2329960
602,29.6452157,-95.2329958
603,29.6784688,-95.3365264
604,29.7737325,-95.3723911
605,29.6135942,-95.4928808
606,29.6143050,-95.4943950
607,29.6005420,-95.2287117
608,29.6005433,-95.2285733
609,29.6002090,-95.2473150
610,29.6011317,-95.2477255
611,29.6011740,-95.2287273
612,29.6011763,-95.2285901
613,29.6061079,-95.4766677
614,29.6094195,-95.4838073
615,29.6894102,-95.5568494
616,29.7044499,-95.5567733
617,29.6264094,-95.5186853
618,29.6368583,-95.5312284
619,29.6267675,-95.5177412
620,29.7696700,-95.2657950
621,29.7695140,-95.2648190
622,29.7424160,-95.2943790
623,29.6739890,-95.2346490
624,29.7473305,-95.5533383
625,29.6665903,-95.3286919
626,29.7780016,-95.4096466
627,29.7770602,-95.4096165
628,29.7354120,-95.4843192
629,29.7838050,-95.5211905
630,29.7838627,-95.5317976
631,29.7839118,-95.5438782
632,29.6657421,-95.4690967
633,29.6663468,-95.4923693
634,29.7783608,-95.3513531
635,29.7833590,-95.3514274
636,29.8128961,-95.3525530
637,29.7733355,-95.3603419
638,29.7647858,-95.3612942
639,29.7626859,-95.3578413
640,29.7616686,-95.3561230
641,29.7611613,-95.3552462
642,29.7606390,-95.3543730
643,29.7590950,-95.3518230
644,29.6738709,-95.3363658
645,29.7260880,-95.3741310
646,29.7530700,-95.3731030
647,29.7525480,-95.3722440
648,29.7520258,-95.3713913
649,29.7515111,-95.3705315
650,29.7504610,-95.3687840
651,29.7499290,-95.3679160
652,29.7494160,-95.3670674
653,29.7489013,-95.3662205
654,29.7483820,-95.3653700
655,29.7478630,-95.3644920
656,29.7463110,-95.3619010
657,29.7452856,-95.3602191
658,29.7945268,-95.4681259
659,29.7352474,-95.4683532
660,29.7907077,-95.3975768
661,29.7908277,-95.3878497
662,29.6521054,-95.2583603
663,29.8039304,-95.4014343
664,29.7512817,-95.5172840
665,29.7198840,-95.3797370
666,29.7195230,-95.3785030
667,29.6800270,-95.4594528
668,29.6137126,-95.4195716
669,29.6141134,-95.3876294
670,29.6141347,-95.3862723
671,29.6166174,-95.3554466
672,29.6166080,-95.3551590
673,29.6894703,-95.5538689
674,29.6202649,-95.4459488
675,29.7322328,-95.3844879
676,29.8038970,-95.4036400
677,29.6476311,-95.3562732
678,29.6476319,-95.3561449
679,29.6439361,-95.3370743
680,29.6459061,-95.3123075
681,29.6523954,-95.2517886
682,29.7609189,-95.3567060
683,29.7578707,-95.3590983
684,29.7548700,-95.3614660
685,29.7541270,-95.3620570
686,29.7533810,-95.3626450
687,29.7526400,-95.3632410
688,29.7518780,-95.3638240
689,29.7511410,-95.3644200
690,29.7503860,-95.3650210
691,29.7496520,-95.3656170
692,29.7481540,-95.3668064
693,29.7474010,-95.3673930
694,29.7459160,-95.3685720
695,29.7433125,-95.3706220
696,29.7395680,-95.3735920
697,29.5983876,-95.3679628
698,29.5993147,-95.3533709
699,29.5984528,-95.3531137
700,29.6006035,-95.2863252
701,29.6701950,-95.2421050
702,29.6951320,-95.2646780
703,29.7723224,-95.3264575
704,29.7738608,-95.3155972
705,29.7738600,-95.3151739
706,29.7746550,-95.3156020
707,29.7746529,-95.3151986
708,29.7374331,-95.3398251
709,29.7714196,-95.2775539
710,29.7413290,-95.3811250
711,29.7408060,-95.3802510
712,29.7402980,-95.3794110
713,29.7392470,-95.3776510
714,29.7387230,-95.3767820
715,29.7371840,-95.3742270
716,29.7366690,-95.3733600
717,29.7294705,-95.3613846
718,29.7263750,-95.3556650
719,29.7765040,-95.3052865
720,29.7230686,-95.4127776
721,29.7174850,-95.4127150
722,29.7151070,-95.4126710
723,29.7703916,-95.3971749
724,29.7474689,-95.3775149
725,29.7469565,-95.3766664
726,29.7464375,-95.3758070
727,29.7459234,-95.3749559
728,29.7448676,-95.3732045
729,29.7443474,-95.3723407
730,29.7438313,-95.3714835
731,29.7427996,-95.3697701
732,29.7422769,-95.3689021
733,29.6765730,-95.2667223
734,29.6701352,-95.2604807
735,29.6702797,-95.2495409
736,29.7663124,-95.5500560
737,29.7776235,-95.5018524
738,29.7655128,-95.5011181
739,29.7166138,-95.5516248
740,29.7047439,-95.5515120
741,29.6903125,-95.5512228
742,29.7242634,-95.4843928
743,29.7200548,-95.4849289
744,29.7244465,-95.3894059
745,29.7239500,-95.3885823
746,29.7528251,-95.3745586
747,29.7543300,-95.3733780
748,29.7048280,-95.5452967
749,29.7614329,-95.3575626
750,29.7583852,-95.3599594
751,29.7553925,-95.3623317
752,29.7546280,-95.3629160
753,29.7538910,-95.3634920
754,29.7531450,-95.3640980
755,29.7523970,-95.3646890
756,29.7516560,-95.3652940
757,29.7509156,-95.3658828
758,29.7501611,-95.3664772
759,29.7486555,-95.3676763
760,29.7479217,-95.3682540
761,29.7464350,-95.3694230
762,29.7400800,-95.3744540
763,29.7042533,-95.4067166
764,29.7444590,-95.3009000
765,29.6671706,-95.3132757
766,29.7635291,-95.3610365
767,29.7604958,-95.3634332
768,29.7559958,-95.3669885
769,29.7552375,-95.3675875
770,29.7545025,-95.3681682
771,29.7537587,-95.3687559
772,29.7530122,-95.3693456
773,29.7522564,-95.3699427
774,29.7507624,-95.3711230
775,29.7500210,-95.3717130
776,29.7485360,-95.3728950
777,29.7421785,-95.3779214
778,29.7267680,-95.3752820
779,29.7542982,-95.3530662
780,29.7490255,-95.3572613
781,29.7460333,-95.3596278
782,29.7833664,-95.3505882
783,29.7835684,-95.3405041
784,29.7312350,-95.3827620
785,29.7278015,-95.3770321
786,29.7220109,-95.3672912
787,29.7184563,-95.3588050
788,29.7133908,-95.4065433
789,29.7150730,-95.4149070
790,29.7145275,-95.4411579
791,29.7523261,-95.3736996
792,29.7517980,-95.3728180
793,29.7512826,-95.3719784
794,29.7497090,-95.3693720
795,29.7491787,-95.3685385
796,29.7476372,-95.3659555
797,29.7471167,-95.3650971
798,29.7455648,-95.3624869
799,29.7230514,-95.5011343
800,29.6362566,-95.4932277
801,29.6357883,-95.4932448
802,29.6268562,-95.4952470
803,29.6192231,-95.4932658
804,29.6135291,-95.4949530
805,29.6358934,-95.4929338
806,29.6363938,-95.4928405
807,29.7620240,-95.3659790
808,29.7615260,-95.3651270
809,29.7610124,-95.3642786
810,29.7594246,-95.3616604
811,29.7588984,-95.3608183
812,29.7573683,-95.3582575
813,29.7568398,-95.3573730
814,29.7553274,-95.3548007
815,29.7690797,-95.3827565
816,29.7736542,-95.3826881
817,29.8104028,-95.5166473
818,29.7675100,-95.2473780
819,29.7586069,-95.4861776
820,29.7562910,-95.3692790
821,29.7557649,-95.3684376
822,29.7541788,-95.3658257
823,29.7536580,-95.3649630
824,29.7521241,-95.3623996
825,29.7399250,-95.3388420
826,29.7367900,-95.3286360
827,29.7726408,-95.3155652
828,29.7764211,-95.3157306
829,29.7726410,-95.3151050
830,29.7764426,-95.3153756
831,29.7970110,-95.3169100
832,29.8039510,-95.3170200
833,29.7252817,-95.3887359
834,29.7247785,-95.3879064
835,29.6873814,-95.2462079
836,29.8131680,-95.4103428
837,29.7575470,-95.3695650
838,29.7570320,-95.3686990
839,29.7565237,-95.3678382
840,29.7549331,-95.3652300
841,29.7544210,-95.3643750
842,29.7528730,-95.3617780
843,29.7523641,-95.3609658
844,29.7182439,-95.5060336
845,29.7307479,-95.2861664
846,29.7323498,-95.5391699
847,29.6912460,-95.5352011
848,29.7231440,-95.5455420
849,29.7228060,-95.5455170
850,29.7590444,-95.3683831
851,29.7582790,-95.3689680
852,29.7560330,-95.3707420
853,29.7538090,-95.3725160
854,29.7515760,-95.3742820
855,29.7500820,-95.3754630
856,29.7437096,-95.3804819
857,29.7451070,-95.3028980
858,29.7484330,-95.3014990
859,29.6276550,-95.3556608
860,29.6424102,-95.3560457
861,29.6690432,-95.3557376
862,29.6827195,-95.3559908
863,29.6424096,-95.3559277
864,29.6691799,-95.3556099
865,29.6812310,-95.3558185
866,29.6827662,-95.3558701
867,29.6423110,-95.3373579
868,29.7749423,-95.3395783
869,29.7227176,-95.3571643
870,29.8107956,-95.4926220
871,29.7619419,-95.3584108
872,29.7559105,-95.3631900
873,29.7551720,-95.3637700
874,29.7529230,-95.3655450
875,29.7521710,-95.3661460
876,29.7514410,-95.3667290
877,29.7506770,-95.3673300
878,29.7484461,-95.3691311
879,29.7469590,-95.3702920
880,29.7405940,-95.3753220
881,29.7350070,-95.3797710
882,29.7293728,-95.3842554
883,29.7510610,-95.3734270
884,29.7505288,-95.3725739
885,29.7489698,-95.3699729
886,29.7468820,-95.3665350
887,29.7463720,-95.3656690
888,29.7547900,-95.3704680
889,29.7542765,-95.3696134
890,29.7526990,-95.3669980
891,29.7506180,-95.3635640
892,29.6770481,-95.2771690
893,29.6772276,-95.4278534
894,29.6772679,-95.4280856
895,29.6780054,-95.4272387
896,29.6780407,-95.4274735
897,29.7427818,-95.4020815
898,29.7440218,-95.5009177
899,29.7660740,-95.4093840
900,29.7482701,-95.3603397
901,29.7478040,-95.3607170
902,29.7470450,-95.3613050
903,29.7583450,-95.3524100
904,29.7711979,-95.4094971
905,29.7059190,-95.4402214
906,29.7427946,-95.3993518
907,29.7495630,-95.3745990
908,29.7490480,-95.3737540
909,29.7474690,-95.3711410
910,29.7453930,-95.3677010
911,29.7448873,-95.3668511
912,29.7675303,-95.4465425
913,29.7680970,-95.4463786
914,29.6276723,-95.4139850
915,29.6279310,-95.4253422
916,29.6277030,-95.4380200
917,29.6275563,-95.4461010
918,29.6273228,-95.4653147
919,29.6279947,-95.4461066
920,29.6281090,-95.4380160
921,29.6283512,-95.4253368
922,29.6278221,-95.4139269
923,29.6681859,-95.3087510
924,29.6134913,-95.4390556
925,29.6134032,-95.4458206
926,29.6723821,-95.2814502
927,29.7432060,-95.3796398
928,29.7426904,-95.3787774
929,29.7411120,-95.3761639
930,29.7390460,-95.3727360
